street,city,country,longitude,latitude
8-10 Brushfield Street,London,GB,-0.08,51.52
"8  Grange Road, #01-k1",Singapore,SG,103.84,1.3
"226-10, bangi-dong",Seoul,KR,127.12,37.51
Wulfruna St,Wolverhampton,GB,-2.13,52.59
HEEGBARG 31,HAMBURG,DE,10.09,53.65
729-22 Bongcheon-dong,Seoul,KR,126.93,37.5
2-16-9 Kamiosaki,Shinagawa-ku,JP,139.72,35.63
Prince Mohamad bin Abdulaziz St,Riyadh,SA,46.62,24.7
天河区,广州市,CN,113.32,23.13
168-26 Samsungdong,Seoul,KR,127.35,37.3
"Iasi, 5D Palas Street",Iasi City,RO,26.05,44.39
7 The Mall,Warrington,GB,-2.6,53.39
"2-4, Iroon Politechniou Str",Aghia Paraskevi,GR,23.82,38.01
"Lot 7196, Section 64, Kuching Town Land",Kuching,MY,110.36,1.54
2-39-1 Tohoku,Niiza,JP,139.57,35.82
"Xiangyang Road, Fengyuan Dist",Taichung City,TW,120.73,24.25
晋江市青阳街道阳光社区,泉州市,CN,118.59,24.81
شارع سالم الصباح السالم الصباح,مدينة الكويت,KW,48.14,29.08
"Village Hotel, Prime Four, Kingswells",Aberdeen,GB,-2.21,57.15
"M6 Motorway Northbound, Junction 27/28",Chorley,GB,-2.69,53.63
Zhonghua W. Rd.,Changhua City,TW,120.53,24.07
Street Level Siam Paragon,Patumwan,TH,100.53,13.75
5263 B Ladner Trunk Rd.,Delta,CA,-123.08,49.09
Tuk Com Udon,Muang,TH,102.79,17.41
1265 Military Trl,Toronto,CA,-79.18,43.78
2-46-5 Matsubara,Setagaya-ku,JP,139.65,35.67
"No. 183, Shchiuan 1st Rd, Sanmin Dist",Kaohsiung City,TW,120.32,22.64
6815 Transcanadian,Pointe Claire,CA,-73.83,45.46
1701 Lonsdale Avenue,North Vancouver,CA,-123.07,49.32
"812-4, Hadan 2-dong, Saha-gu",Busan,KR,128.96,35.11
Bolshaya Sadovaya 81,Rostov-on-Don,RU,39.72,47.22
"No.1, Lixing 2nd Rd",Hsinchu City,TW,120.96,24.8
Aseana Ave. cor. Macapagal Ave.,Paranaque City,PH,120.99,14.52
Am Hauptbahnhof 5,Essen,DE,07.01,51.45
洪山区,武汉市,CN,114.36,30.58
5-1 Higashicho,Fussa,JP,139.33,35.74
Airport South Terminal,Jeddah,SA,39.15,21.67
"Rod. Helio Smidt, s/n, Terminal 2 - Prac",Guarulhos,BR,-46.48,-23.43
1100 Mitsuhashi,Motosu,JP,136.67,35.45
32 Simpson Loan,Edinburgh,GB,-3.19,55.94
浦东新区,上海市,CN,121.53,31.22
GF & Second Floor 201 Western Road,Brighton,GB,-0.15,50.82
"Ceannt, Station Road",Galway,IE,-9.05,53.27
环市东路369号广州友谊商店综合楼首层106号铺,广州市,CN,113.29,23.14
"Sec.3, Zhongshan Rd",Puli Township,TW,120.95,23.97
"177-289, Gaegeum-dong, Busanjin-gu",Busan,KR,129.02,35.15
302/1 Central Ramindra Dept Room 117&118,Bangkhen,TH,100.6,13.87
Stationsplein 3,Leiden,NL,4.48,52.17
"719-220, Sinpyeong-dong",Gyeongju,KR,129.29,35.84
491 River Valley Road,Singapore,SG,103.83,1.29
7 1-3층,서울,KR,127,37.58
Av. Arequipa 1300 con Teodoro Cárdenas,Lima,PE,-77.12,-11.86
"86 Sin-gal-dong, Giheung-gu, Yongin-si",Yongin-si,KR,127.11,37.28
Raha Gardens Plaza,ABUDHABI,AE,54.37,24.47
1330 Hiraki,Toyama,JP,137.26,36.68
Marktgasse 61,Winterthur,CH,8.73,47.5
蜀山区,合肥市,CN,117.26,31.85
南长区,无锡市,CN,120.31,31.55
"231-6, 246, 248-1, Gangjeong-dong",Seogwipo-si,KR,126.51,33.25
南城区,东莞市,CN,113.76,23.01
江北区,重庆市,CN,106.53,29.58
3417 30th Ave,Vernon,CA,-119.28,50.26
542 College Street,Toronto,CA,-79.41,43.66
Av Eugenio Garza Sada 2501 Sur Col Tecno,Monterrey,MX,-100.29,25.65
"Rua Dr. Almeida Lima, 1134",Sao Paulo,BR,-46.61,-23.55
22 dohwa-dong mapo-gu Seoul,seoul,KR,126.95,37.54
17-8 Oguem-dong Songpa-gu,Seoul,KR,127.13,37.51
3-1 Horikawashinmachi,Kanazawa,JP,136.65,36.58
2002 Juan Alonso de Torres Boulevard,Leon,MX,-101.7,21.15
"112, Samcheong-dong, Jongno-gu",Seoul,KR,126.98,37.59
"Firdous Street, Block 3",Khaldiya,KW,47.58,29.19
高新区,济南市,CN,117.14,36.68
Jalan Persiaran Bunga Raya,Melaka Tengah,MY,102.25,2.2
徐东大街18号,武汉市,CN,114.34,30.59
"Ctra.de la Coruna, km 12.500",Madrid,ES,-3.82,40.47
Cumhuriyet Blv. No 94/A,Izmir,TR,27.13,38.43
Pride Park Stadium,Derby,GB,-1.45,52.92
2304 109th Street NW,Edmonton,CA,-113.51,53.45
"Unit SU0038, Westfield Stratford",London,GB,-0.01,51.54
"Counter No. 2087, Lvl 2, New Town Plaza",Hong Kong,CN,114.19,22.38
"Shop G61 & G62, G/F, Midland Centre",Hong Kong,CN,114.15,22.29
"Aber Al Qarrat Road, Al Amwaj",Jeddah,SA,39.11,21.76
3-28-14 Nishiikebukuro,Toshima-ku,JP,139.71,35.73
浦东新区,上海市,CN,121.49,31.18
高新区,西安市,CN,108.89,34.24
2-28 Arcaport,Shimonoseki,JP,130.94,33.95
"No. 147, Dunhua N. Rd, Songshan District",Taipei City,TW,121.55,25.05
"JP Laurel Avenue, Bajada",Davao City,PH,125.61,07.09
黄浦区,上海市,CN,121.46,31.22
Kobenhavn Hovedbanegard,Copenhagen,DK,12.56,55.67
凤岗镇官井头村龙平南路一号,东莞市,CN,114.21,22.72
5-16-1 Nishinakajima Yodogawa-ku,Osaka,JP,135.5,34.73
Jalan T B Simatupang Kav 1 S,Jakarta,ID,106.81,-6.29
Jl. Pesanggrahan Raya,Jakarta,ID,106.75,-6.19
"Nevsky Ave., 114\116",Saint-Petersburg,RU,30.36,59.93
40147 Glenalder Place,Squamish,CA,-123.13,49.74
"Unit B2, Harvey Shopping Centre,",Harlow,GB,0.09,51.77
"1-23-1, Nishi Shibukawa, Kusatsu-shi",Shiga,JP,135.96,35.02
1-33-1 Oshimizu,Tomiya-machi,JP,140.88,38.36
5 Chuo,Yotsukaido,JP,140.17,35.67
2-5-35 Tenjin Chuo-ku,Fukuoka,JP,130.4,33.59
15007 Stoney plain Rd NW,Edmonton,CA,-113.58,53.54
1-11 Nisshincho Kawasaki-ku,Kawasaki,JP,139.7,35.53
6226 199 Street NW,Edmonton,CA,-113.67,53.49
"297-37,Songjeong-dong",Busan,KR,129.2,35.2
"Moo 7 Taling Chang, Muang Saraburi",Saraburi,TH,100.95,14.54
芝罘区,烟台市,CN,121.38,37.54
和平区,天津市,CN,117.22,39.12
柯桥区,绍兴市,CN,120.49,30.09
1-1 Sakaemachi,Ikeda,JP,135.43,34.82
101-1110 Harvey Ave,Kelowna,CA,-119.48,49.88
4331 Dominion St,Vancouver,CA,-123.01,49.26
宁区金钟路968号,上海市,CN,121.35,31.22
"Ground & 1st Floor, No. 25",Segamat Johor,MY,102.82,2.51
东森购物中心,台州市,CN,121.37,28.59
"Unit 1, Brookfield Centre",Waltham Cross,GB,-0.04,51.72
Al Khor Road,Doha,QA,51.48,25.33
1-2-17 Okamoto Higashinada-ku,Kobe,JP,135.28,34.73
331-800 Carnarvon St,New Westminster,CA,-122.91,49.2
Camp John Hay,Baguio City,PH,120.61,16.4
鼓楼区,南京市,CN,118.78,32.07
"872-4, Miryong-dong",Gunsan,KR,126.69,35.95
Unit 6 Block 4 Jubilee Street,Brighton,GB,-0.14,50.82
朝阳区,北京市,CN,116.46,39.96
"105, Jalan Sultan Abdul Jalil",Ipoh,MY,101.09,4.6
2-2-9 Miyoshi,Aomori,JP,140.7,40.83
朝阳区,长春市,CN,125.32,43.89
5-39-22 Seta,Setagaya-ku,JP,139.63,35.63
1 hospital drive blk 4,singapore,SG,103.84,1.28
3147 Douglas St.,Victoria,CA,-123.37,48.45
118 Roxas Blvd,Manila,PH,120.98,14.58
"Lot LG-8, Lower Ground Floor",Subang Jaya,MY,101.58,03.07
2153 Ste-Catherine West,Montreal,CA,-73.58,45.49
高新园区,大连市,CN,121.53,38.86
16061 Maclode Trail South,Calgary,CA,-114.07,50.91
Calz. Lopez Mateos esq. Calle Alfarero,Mexicali,MX,-115.51,32.62
昆山市萧林中路666号,苏州市,CN,120.96,31.4
Schiphol Lounge 2 Airside- Postbus 75041,Schipol,NL,4.75,52.31
西湖区,杭州市,CN,120.09,30.27
National Road,Sta Rosa,PH,121.09,14.27
873 Lansdowne St. W,Peterborough,CA,-78.34,44.28
Av. Altavista # 147 Local 1,Mexico City,MX,-99.2,19.35
شارع الامير سلطان بن عبد العزيز,جدة,SA,39.15,21.6
台江区,福州市,CN,119.34,26.05
Al. Jerozolimskie 63,Warszawa,PL,21.01,52.23
3859 Sherwood Drive,Regina,CA,-104.64,50.48
Tmn Dato Ahmad Razali,Ampang,MY,101.75,3.16
Jl. KH Mas Mansyur,Jakarta,ID,106.82,-6.2
2219 4th Street S.W.,Calgary,CA,-114.07,51.03
"Floresti, Avram Iancu, 492-500",Cluj,RO,23.53,46.75
3130 Col. Valle Dorado,Mexico City,MX,-99.21,19.55
南二环太白路十字怡丰城,西安市,CN,108.92,34.23
"No.36, Sec.1, Jiankang Rd.",Tainan City,TW,120.21,22.98
"3238 Myeongji-Dong, Gangseo-Gu",Busan,KR,128.9,35.08
"Manila-bound, North Luzon Expressway",Balagtas,PH,120.92,14.82
人民路106号,东阳市,CN,120.24,29.27
4415 Skyline Drive,Burnaby,CA,-123,49.27
1-1-1 Fukashi,Matsumoto,JP,137.96,36.23
和平区,天津市,CN,117.19,39.12
"Unit SU35,  Grand Arcade",Cambridge,GB,0.12,52.2
"Elveden Forest, Coffee Shop",Brandon,GB,0.63,52.45
"No.2, Jhongshan 4th Rd,",Kaohsiung City,TW,120.35,22.57
朝阳区,北京市,CN,116.52,39.92
"M42 Motorway, Junction 2",Birmingham,GB,-1.95,52.36
高新区,淄博市,CN,118.04,36.85
Calle Loreto 115 2do Piso frente Plaza d,Cusco,PE,-71.98,-13.52
2-25-2 Kamiosaki,Shinagawa-ku,JP,139.71,35.63
"Al Rawada St, Rawada Destrict",Jeddah,SA,39.17,21.56
3-199-12 Otoriminamimachi Nishi-ku,Sakai,JP,135.46,34.52
"1F, No. 305, Yuanhua Rd.",Zhongli City,TW,121.23,24.96
龙华区,深圳市,CN,114.02,22.63
"No. 19-10, San-Chung Road, Nankang",Taipei City,TW,121.59,25.06
"Plot 262-3104, Al Mizar First",Dubai,AE,55.46,25.26
"Calder Park, Plot 17",Wakefield,GB,-1.52,53.65
Jl. Sultan Iskandar Muda,Jakarta,ID,106.78,-6.24
"Saint Martins House, Waterloo Road",Dublin,IE,-6.24,53.33
"1408 U-dong, Haeundae-gu",Busan,KR,129.14,35.16
"Via. Dr. Jimenez Cantu, Bosque Esmeralda",Mexico City,MX,-99.14,19.28
"209,209/1-209/2 Moo 2, Bophut, Koh Samui",Surat Thani,TH,100.06,9.53
松山湖万科松湖中心,东莞市,CN,113.89,22.93
香坊区,哈尔滨,CN,126.65,45.72
4-10-1 Yoga,Setagaya-ku,JP,139.63,35.63
2-1-2 Iguchi,Mitaka,JP,139.55,35.69
40 King Street West,Toronto,CA,-79.38,43.65
2081 Steeles Avenue West,Toronto,CA,-79.47,43.79
江苏省徐州市,徐州市,CN,117.19,34.19
4-3-5 Tsujidoshinmachi,Fujisawa,JP,139.47,35.34
Raynes Park,London,GB,-0.23,51.41
2000 Airport Rd,Calgary,CA,-114.01,51.13
Jalan Stesen Sentral 5,Kuala Lumpur Sentral,MY,101.69,3.13
2568 Iwaya,Awaji,JP,135.02,34.58
AL Johoun area,Mecca,SA,39.95,21.47
江苏省苏州市,苏州市,CN,120.73,31.32
3180 Douglas St,Victoria,CA,-123.37,48.45
Reina Regente St,Manila,PH,120.97,14.6
218,Banglamung,TH,100.88,12.93
中原西路南秦岭路西万达广场1楼,郑州市,CN,113.6,34.75
"510, Dongdaesin-dong 3st, Seo-gu",Busan,KR,129.1,35.65
"Leningradskoe shosse, 39a/1",Moscow,RU,37.48,55.84
长宁区,上海市,CN,121.42,31.22
180 Queen Street West Suite,Toronto,CA,-79.39,43.65
Piccadilly (1-3),Manchester,GB,-2.24,53.48
天河区,广州市,CN,113.34,23.13
Pres. Diosdado Macapagal Avenue corner B,Manila,PH,120.99,14.53
龙岗区,深圳市,CN,114.23,22.69
21 rue de Brea,Paris,FR,2.33,48.84
"Airport Road, Khaitan",Khaitan,KW,47.58,29.17
1-Tverskaya-Yamskaya str.21,Moscow,RU,37.59,55.77
"1000-3,5,11,12 Sineum-dong",Kimcheon-si,KR,128.12,36.13
福田区,深圳市,CN,114.06,22.54
Lower Richmond Road,Richmond,GB,-0.29,51.47
"No 245, Sec 1, Dunhua S Rd,",Taipei City,TW,121.55,25.04
2-2-1 Yoyogi,Shibuya-ku,JP,139.7,35.69
205 Kamino Matsutakecho,Konan,JP,136.85,35.34
3211 Grant McConnachie Way,Richmond,CA,-123.18,49.19
"No. 1, Zhongke Rd., Xitun District",Taichung City,TW,120.66,24.17
17455 56 Ave,Surrey,CA,-122.74,49.11
"395-166, Seogyo-dong, Mapo-gu",Seoul,KR,126.92,37.55
CC la Roca Village Pol.Ind. Can Massager,Barcelona,ES,2.17,41.39
Cnr Spring St & The Strand,Tauranga,NZ,176.17,-37.68
闵行区,上海市,CN,121.35,31.16
"Sheikh Khalifa Bin Zayed Road, Jahli",Al Ain,AE,55.29,25.24
"Rua Augusta, 1987",Sao Paulo,BR,-46.66,-23.56
西青经济技术开发区,天津市,CN,117.22,39.02
1-13-12 Kudankita,Chiyoda-ku,JP,139.75,35.7
黄浦区,上海市,CN,121.5,31.22
الهضبة - الملركاتو2 بجوار المسرح الرومانى,,EG,34.33,27.92
82/82a High Street,Tonbridge,GB,0.27,51.19
Abdurrahman Gazi Mah. Ebubekir Caddesi,Istanbul,TR,29.24,41
1381 Regent Mall,Fredericton,CA,-66.67,45.94
"60, Route 132 East",Delson,CA,-73.55,45.39
3-1 Horikawashinmachi,Kanazawa,JP,136.65,36.58
长宁区,上海市,CN,121.4,31.21
上海市静安区,上海市,CN,121.44,31.22
"1646 Barrington Street, Suite 800",Halifax,CA,-63.57,44.65
2281 Harvey Avenue,Kelowna,CA,-119.44,49.88
Jl. Alternatif Cibubur Cileungsi KM 4,Jakarta,ID,106.91,-6.38
"Huerfanos 1016, Local 4, Santiago Centro",Santiago,CL,-70.65,-33.44
Mudanya Yolu 9. Km. Korupark Alisveris,Bursa,TR,28.96,40.25
1-20-20 Kusatsu,Kusatsu,JP,135.97,35.02
"941, Jisan-dong",Daegu,KR,128.63,35.84
2-23-1 Tamagawa,Setagaya-ku,JP,139.63,35.61
Jl. Sunset Road,Kuta,ID,115.18,-8.7
Sandy Bay,Exmouth,GB,-3.4,50.64
شارع أبي تمام,مدينة الكويت,KW,48.01,29.36
Shengli Rd,Taichung City,TW,120.7,24.21
Congressional Avenue,Dasmarinas,PH,120.94,14.33
蜀山区,合肥市,CN,117.23,31.83
"First Floor, DLF Promenade",New Delhi,IN,77.16,28.54
25-52 Chungmuro-2ga Jung-gu Seoul,Seoul,KR,126.98,37.56
浦东新区,上海市,CN,121.59,31.34
Division del Norte Ave 2590,Mexico City,MX,-99.15,19.35
8650 Camino al Iteso,Guadalajara,MX,-103.42,20.61
2578 Guardian Road NW,Edmonton,CA,-113.68,53.51
"656-3, Ssangam-dong, Gwangsan-gu",Gwangju,KR,126.84,35.22
167 Church Street,Toronto,CA,-79.38,43.65
100 Kent St,Ottawa,CA,-75.7,45.42
1125 Colonel By Dr,Ottawa,CA,-75.7,45.38
上海市徐汇区,上海市,CN,121.43,31.2
Komplek Epicentrum,Jakarta,ID,106.83,-6.22
"""Brent Civic Centre, Engineers Way, 
""",Wembley,GB,-0.28,51.56
305-60,서울,KR,127.06,37.6
"619-10, Mugeo-dong, Nam-gu",Ulsan,KR,129.26,35.54
2000 Airport Rd NE,Calgary,CA,-114.01,51.13
1-jo Nishi 27-chome Chuo-ku,Sapporo,JP,141.32,43.05
شارع اجياد- باب الملك عبد العزيز,,SA,39.83,21.42
乐山乐青路与竹公溪交汇处,乐山市,CN,103.72,29.6
"104-5,Palyongdong, Uichanggu",Changwon,KR,128.61,35.25
长宁区,上海市,CN,121.4,31.2
"Unit 8 -9, Coleman Parade",Maidstone,GB,0.52,51.27
"Murmanskoe shosse, 12th km",Saint Petersburg,RU,30.52,59.89
"UNIT 2, PRIORS GATE",Leamington Spa,GB,-1.53,52.29
思明区武汉大厦,厦门市,CN,118.12,24.49
松江大学城文汇路商业街,上海市,CN,121.22,31.05
"Calle Pilares & Calle Pestalozzi, Coloni",Mexico City,MX,-99.16,19.38
江苏省扬州市,扬州市,CN,119.42,32.36
Unit 79 Cheshire Oaks Outlet Centre,South Wirral,GB,-2.88,53.27
白下区,南京市,CN,118.78,32.04
Avenida Ricardo Arango y Calle Beatriz,Panama,PA,-79.52,8.98
2-4-9 Toyosu,Koto-ku,JP,139.79,35.66
新抚区,抚顺市,CN,123.9,41.86
3-22-2 Hikarinomori,Kikuyo-cho,JP,130.78,32.86
Shopping Center Shoppi Tivoli,Spreitenbach,CH,8.37,47.42
"Kosmodamianskaya nab, 52/3",Moscow,RU,37.64,55.73
"Jl. Walikota Mustajab, Gubeng",Surabaya,ID,112.75,-7.26
Mall of Qatar,Doha,QA,51.45,25.3
历下区,济南市,CN,117.08,36.65
6115 Sunpark Plaza SE,Calgary,CA,-114.06,50.9
Unit 23,Livingston,GB,-3.52,55.88
"Concell de Cent, 343",Barcelona,ES,2.17,41.39
1-2-47 Kinshi,Sumida-ku,JP,139.81,35.7
Tepecik Yolu Alkent Sitesi,Istanbul,TR,29.03,41.09
"Av. Las Condes 12340, Local 3",Santiago,CL,-70.52,-33.37
P Noval St near corner Espana Avenue,Manila,PH,120.99,14.61
江干区,杭州市,CN,120.2,30.24
"Lot Rainier III, Rue de la Colle",Monaco,MC,7.42,43.73
"Unit C7, Riverside",Hemel Hempstead,GB,-0.47,51.75
3300 Bloor Street West,Toronto,CA,-79.52,43.65
松江区,上海市,CN,121.22,31.04
25-1-043 Saiinoiwakecho Ukyo-ku,Kyoto,JP,135.73,35
渝中区,重庆市,CN,106.58,29.56
11 Replingham Road,London,GB,-0.21,51.44
工业园区,苏州市,CN,120.66,31.32
"103-59, Eojin-dong",Sejong,KR,127.26,36.51
龙港镇广场路61-145号,温州市,CN,120.54,27.58
52-C Ramon Ramirez Familiar,Santiago de Queretaro,MX,-100.38,20.59
宝安区,深圳市,CN,113.86,22.58
1477 West Central,Prince George,CA,-122.78,53.91
1 Tudor Square,Sheffield,GB,-1.47,53.38
"First floor, High Street Phoenix Mall",Mumbai,IN,72.82,19
丹溪大道157号,兰溪市,CN,119.45,29.21
"Av. Capitan Carlos Leon s/n, Sala E, Loc",Mexico City,MX,-99.08,19.42
JL Metro Pondok Indah,Jakarta,ID,106.78,-6.28
85 Hanna Street,Toronto,CA,-79.42,43.64
樟木头镇,东莞市,CN,114.06,22.91
4-1-12 Higashiasakayamacho Kita-ku,Sakai,JP,135.52,34.58
Av. San Borja Norte 1371 cruce con Av.,Lima,PE,-76.99,-12.1
9110 MacLeod Trail SE,Calgary,CA,-114.07,50.97
福田区,深圳市,CN,114.06,22.53
Norregade 6,Vejle,DK,9.53,55.71
"Av. Intendente Bullrich 345, Palermo",Buenos Aires,AR,-58.43,-34.58
"13, boulevard Saint-Michel",Paris,FR,2.34,48.85
Kozyatagi Mah. Degirmen Sok. Nida Kule,Istanbul,TR,29.1,40.97
市南区,青岛市,CN,120.39,36.07
EDSA corner Ortigas Avenue,Quezon City,PH,121.06,14.59
禅城区,佛山市,CN,113.11,23.03
942-5 1층,서울,KR,127.06,37.51
"Bexhill Road, Pevensey Services",Pevensey,GB,0.34,50.82
"No. 8, Jalan Munshi Abdullah",Kuala Lumpur,MY,101.7,3.15
2-1-50 Minamikoshigaya,Koshigaya,JP,139.79,35.88
17440 Yonge Street,Newmarket,CA,-79.48,44.05
3 Temasek Boulevard,Singapore,SG,103.86,1.3
10174 - 152nd Street,Surrey,CA,-122.8,49.19
松江区,上海市,CN,121.32,31.15
朝阳区,长春市,CN,125.24,43.84
天河区,广州市,CN,113.32,23.13
朝阳区,北京市,CN,116.62,40.06
钟楼区,常州市,CN,119.96,31.78
Whitgift Centre,Croydon,GB,-0.1,51.38
"No. 216, Rueiguang Rd, Neihu Dist",Taipei City,TW,121.58,25.08
828 Rutherford Rd,Maple,CA,-79.46,43.85
海珠区,广州市,CN,113.27,23.11
栖霞区,南京市,CN,118.81,32.1
浙江省杭州市,杭州市,CN,120.07,30.29
1-1 Kozaihonmachi,Takamatsu,JP,134,34.35
Av. Lopez Cotilla #1465,Guadalajara,MX,-103.37,20.67
Dubai Airport,Dubai,AE,55.35,25.25
Westmoreland St. Dublin,Dublin,IE,-6.26,53.35
"462, Gongdukdong, Mapogu",Seoul,KR,126.95,37.55
"Upper Ground Floor, Marathon Futurex",Mumbai,IN,72.83,19
"146-1 Susong-Dong, Jongro-Gu",Seoul,KR,126.98,37.57
下城区,杭州市,CN,120.16,30.27
"Lavalle 403, esquina Colon",Quilmes,AR,-58.26,-34.72
朝阳区,北京市,CN,116.46,39.93
江苏省苏州市,苏州市,CN,120.56,31.42
2348 West 41st Ave,Vancouver,CA,-123.16,49.23
"Larcomar, Malecón de la reserva 610",Lima,PE,-76.86,-12.3
朝阳区,北京市,CN,116.45,39.91
428 King Street North,Waterloo,CA,-80.53,43.49
"150/1, Building A, SF Town Center 6",Wattana,TH,100.58,13.73
"Cineworld Cinemas, Cardinal Park",Ipswich,GB,1.15,52.05
"Sulaibikhat, Block 2",Sulaibikhat,KW,47.83,29.32
历下区,济南市,CN,117.02,36.66
2378 Cambie Street,Vancouver,CA,-123.11,49.26
1099 Robson Street,Vancouver,CA,-123.12,49.28
滨湖区,无锡市,CN,120.28,31.51
4-4400 32nd St.,Vernon,CA,-119.28,50.28
3rd Floor Siam Paragon,Patumwan,TH,100.53,13.75
23a Princess Street,Manchester,GB,-2.24,53.48
"Shop 3, G/F, No.8 Obervatory Road,",Hong Kong,CN,114.18,22.3
"Railway Bridge, High Street",Sutton,GB,-0.19,51.36
"No. 1, 3 Fu Kang  Rd.",Taichung City,TW,120.63,24.17
17600 Yonge St.,Newmarket,CA,-79.48,44.06
Al Hussein St.,Beirut,LB,35.5,33.89
32900 Marshall Rd,Abbotsford,CA,-122.31,49.04
"Unit 26,HMV/Waterstones, Newcraighall Rd",Edinburgh,GB,-3.11,55.93
MUENSTERPLATZ 21,BONN,DE,7.1,50.73
652 Kyozuka,Urasoe,JP,127.72,26.24
220 Wilson Street East,Ancaster,CA,-79.98,43.22
"Dostyk street, 9",Astana,KZ,71.43,51.13
19 - 20 Haymarket,Norwich,GB,1.29,52.63
JL Sultan Iskandar Muda,Jakarta,ID,106.78,-6.24
松陵镇,吴江市,CN,120.64,31.17
晋江市福埔开发区,泉州市,CN,118.57,24.78
Pedro de Valdivia 801,Concepcion,CL,-73.05,-36.84
Haraparasi Mah. Izzet Guclu,Hatay,TR,36.16,36.21
2-12-1 Horinouchi,Hachioji,JP,139.4,35.63
碑林区,西安市,CN,108.96,34.24
26 Pembridge Road,London,GB,-0.2,51.51
80 Mitropoleos St. & Aiolou,Athens,GR,23.73,37.98
Sucat Road & President's Avenue GF,Paranaque City,PH,121.03,14.46
St Andrews Way,Newcastle on Tyne,GB,-1.62,54.97
6-17-11 Jingumae,Shibuya-ku,JP,139.7,35.67
4-3-1 Toranomon,Minato-ku,JP,139.74,35.66
"Av. Higienopolis, 618",Sao Paulo,BR,-46.66,-23.54
Laan van Puntenburg 100,Utrecht,NL,5.11,52.09
"No.121, Xizang Rd and No.2, Ln. 125 Xiz",Taipei City,TW,121.5,25.03
Benito Juarez No. 17 Local E,Mexico City,MX,-99.14,19.31
静安区,上海市,CN,121.46,31.23
2100 Hurontario Street,Mississauga,CA,-79.6,43.57
秦淮区,南京市,CN,118.78,32.04
3707 45th Avenue SW,Calgary,CA,-114.14,51.01
Quinta Avenida& Calle 10,Playa del Carmen,MX,-87.07,20.63
"449-1, Hwabong-dong, Buk-gu",Ulsan,KR,129.37,35.59
Blvrd. Atlixcayotl 1501,Puebla,MX,-98.24,19.03
渝北区,重庆市,CN,106.51,29.61
"G/F, Panda Place, 3 Tsuen Wah Street,",Hong Kong,CN,114.12,22.37
679,서울,KR,127.04,37.5
Av. Costera Miguel Aleman # 2148,Acapulco,MX,-99.85,16.84
丰台区,北京市,CN,116.39,39.84
Londenderry Foyleside,Londonderry,GB,-7.32,54.99
205 Humber College Blvd,Toronto,CA,-79.61,43.73
"1545-5,11, Samsan-dong",Ulsan,KR,129.34,35.54
Lot 27 & 28 Block 4 Holy Spirit Drive,Quezon City,PH,121.08,14.68
Av. Ejercito Nacional # 579 P.B. 01,Mexico City,MX,-99.19,19.44
1003 Takematsu,Minamiashigara,JP,139.12,35.33
687 St. Clair Ave W,Toronto,CA,-79.43,43.68
"205-49, Sinwol 3-dong, Yangcheon-gu",Seoul,KR,126.83,37.53
Av. Periferico Sur #,Mexico City,MX,-99.21,19.33
JL. Letjen S Parman Kav. 21,Jakarta,ID,106.79,-6.17
"No. 2, Jalan PJU 7/2, Mutiara Damasara",Kuala Lumpur,MY,101.61,3.16
"977-4, Gohyeon-dong",Geoje-si,KR,128.62,34.89
70 Cabot Circus,Bristol,GB,-2.59,51.46
110-112 The Corso,Manly,AU,151.29,-33.8
"C.O Diversia Avd/. De Bruselas, 21-23",Madrid,ES,-3.69,40.58
渝北区,重庆市,CN,106.55,29.61
Quevedo 3365,Buenos Aires,AR,-58.52,-34.61
1153 Misiryeongekgil Tosungmyun,Gosung-gu,KR,128.49,38.21
浙江省台州市,台州市,CN,121.4,28.62
"604, Gao-dong, Dong-gu",Daejeon,KR,127.46,36.31
"1198-6, Wolseong-dong, Dalseogu, Daegu",Daegu,KR,128.53,35.82
"433-435 Uxbridge Road, Ealing Common",London,GB,-0.29,51.51
南关区,长春市,CN,125.33,43.89
2-1-63 Saidaijihigashimachi,Nara,JP,135.78,34.69
472 S.W. Marine Drive,Vancouver,CA,-123.12,49.21
295 Swanson Street,Melbourne,AU,144.97,-37.81
雨花区,长沙市,CN,113.01,28.11
304 5th Avenue W,Cochrane,CA,-114.48,51.19
Bay st and Queen st,Toronto,CA,-79.38,43.65
"Ground Floor, Menara TA One",Kuala Lumpur,MY,101.71,3.16
"Shop A & Rear Expansion, G/F",Kowloon,CN,114.17,22.31
135 Fennell Ave W,Hamilton,CA,-79.88,43.24
503 Brant St,Burlington,CA,-79.8,43.33
57 Englands Lane,London,GB,-0.16,51.55
"No. 51, Hanjung St, Wan hua District",Taipei City,TW,121.5,25.04
1451-95,서울,KR,127.01,37.48
315 Avenue Jose Eleuterio Gzz,Monterrey,MX,-100.35,25.68
越秀区,广州市,CN,113.28,23.14
Salmiya - Block 8 - Qatar Street,Salmiya,KW,48.04,29.19
"33/3, 1st Floor Bumrungrad Hospital",Wattana,TH,100.55,13.75
124 High Street,Edinburgh,GB,-3.19,55.95
丰台区,北京市,CN,116.38,39.86
"Av. Juarez No. 2511, Col. La Paz",Puebla,MX,-98.22,19.05
7616 Elbow Drive SW,Calgary,CA,-114.08,50.99
"946-2, Dongcheon-dong, Suji-gu",Yongin-si,KR,127.09,37.34
44-2 Hasunuma Hiroomote,Akita,JP,140.15,39.73
348 Okute,Tottori,JP,134.2,35.52
海珠区,广州市,CN,113.33,23.1
